video_id,generator,mllm,batch_date,verdict,confidence,1.1_texture__detected,1.1_texture__severity,1.1_texture__evidence,1.2_boundary__detected,1.2_boundary__severity,1.2_boundary__evidence,1.3_lighting__detected,1.3_lighting__severity,1.3_lighting__evidence,1.4_watermark__detected,1.4_watermark__severity,1.4_watermark__evidence,2.1_human_anatomy__detected,2.1_human_anatomy__severity,2.1_human_anatomy__evidence,2.2_non_human_anatomy__detected,2.2_non_human_anatomy__severity,2.2_non_human_anatomy__evidence,2.3_object_structural__detected,2.3_object_structural__severity,2.3_object_structural__evidence,2.4_scene_composition__detected,2.4_scene_composition__severity,2.4_scene_composition__evidence,3.1_motion__detected,3.1_motion__severity,3.1_motion__evidence,3.2_identity_drift__detected,3.2_identity_drift__severity,3.2_identity_drift__evidence,3.3_continuity__detected,3.3_continuity__severity,3.3_continuity__evidence,3.4_causality__detected,3.4_causality__severity,3.4_causality__evidence,most_diagnostic_artefact,notes,review_flag
w2_028_hunyuan_20260719_145020,Hunyuan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,no texture defects; raindrop patterns and glass surface appear natural,FALSE,none,"edges of window frame and background buildings are consistent with optical blur, no halo or bleed",FALSE,none,"lighting is diffuse and consistent with overcast rainy day, no impossible shadows or reflections",FALSE,none,"no visible watermarks, logos, or synthetic noise patterns",FALSE,none,no human subjects present,FALSE,none,no non-human subjects present,FALSE,none,window frame and background structures maintain correct geometry and scale,FALSE,none,"spatial arrangement of window, glass, and distant buildings is physically plausible",FALSE,none,raindrops exhibit natural downward motion without jitter or non-rigid behavior,FALSE,none,no objects or patterns change identity or appearance across frames,FALSE,none,"continuous rain flow with no sudden appearances, disappearances, or lighting shifts",FALSE,none,gravity-driven raindrop motion follows expected physical behavior,no strong artefacts observed,Video displays natural raindrop behavior on glass with consistent optical properties and no signs of synthetic generation.,
w2_029_hunyuan_20260719_145312,Hunyuan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"Clay texture shows natural wetness, slip, and deformation consistent with real pottery; no waxy or plastic artifacts.",FALSE,none,"Edges of hands and clay are sharp where in focus, with natural motion blur where moving; no haloing or bleeding.",FALSE,none,Specular highlights on wet clay and skin move naturally with the rotation of the wheel and hand movement.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,Hands and fingers maintain correct count and anatomical structure throughout the manipulation of the clay.,FALSE,none,No non-human subjects present.,FALSE,none,The clay deforms physically correctly under pressure; no impossible topology or structural glitches.,FALSE,none,"Spatial arrangement of potter's wheel, hands, and clay is consistent and physically plausible.",FALSE,none,Motion of the spinning wheel and hand adjustments follows natural physics and inertia.,FALSE,none,Hands and clay maintain consistent identity and material properties across frames.,FALSE,none,No objects appear or disappear; lighting and background remain consistent.,FALSE,none,Cause and effect of hands pressing clay resulting in deformation is physically accurate.,no strong artefacts observed,The video displays high-fidelity physics of fluid dynamics and soft-body deformation typical of real-world pottery making.,
w2_030_hunyuan_20260719_145604,Hunyuan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,no texture defects observed; liquid and ceramic surfaces appear natural,FALSE,none,edges of pitcher and cup are sharp and consistent with optical focus,FALSE,none,"lighting is consistent with indoor ambient source, reflections on metal pitcher are physically accurate",FALSE,none,"no watermarks, logos, or synthetic noise patterns visible",FALSE,none,only partial hand visible holding cup; no anatomical anomalies detected,FALSE,none,no non-human subjects present,FALSE,none,"pitcher, cup, and saucer maintain correct geometry and scale throughout",FALSE,none,spatial arrangement of objects is physically plausible and perspective-consistent,FALSE,none,"milk pour exhibits smooth, continuous motion with realistic fluid dynamics",FALSE,none,"no changes in object identity, color, or pattern across frames",FALSE,none,no objects appear/disappear; lighting and background remain stable,FALSE,none,fluid flow obeys gravity and conservation of mass; no physics violations,no strong artefacts observed,"Video displays natural fluid behavior, consistent lighting, and no structural or temporal anomalies typical of AI generation.",
w2_031_hunyuan_20260719_145855,Hunyuan,Qwen_3.5,2026-08-01,Real,85,FALSE,none,Fur texture appears natural with appropriate motion blur; no waxy or plastic artifacts observed.,FALSE,none,Edges are consistent with optical motion blur from panning; no haloing or dissolution artifacts.,FALSE,none,Lighting is consistent with outdoor daylight; shadows and highlights behave naturally.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,No human subjects present in the video.,FALSE,none,"Dog anatomy is correct; limb count, proportions, and facial features are realistic throughout the run.",FALSE,none,Background architecture and hedge structures remain consistent and undistorted.,FALSE,none,"Perspective and spatial arrangement of lawn, hedge, and house are physically plausible.",FALSE,none,Dog's gait and leg movement follow natural biomechanics; no jitter or sliding observed.,FALSE,none,"Dog's appearance, collar, and fur pattern remain constant across all frames.",FALSE,none,Background elements move consistently with camera pan; no objects appear or disappear abruptly.,FALSE,none,Physics of running and momentum are preserved; no violations of gravity or causality.,no strong artefacts observed,"The video exhibits characteristics of a real camera panning shot, including natural motion blur and consistent lighting, with no evidence of generative synthesis.",
w2_032_hunyuan_20260719_150147,Hunyuan,Qwen_3.5,2026-08-01,AI-generated,92,TRUE,M,"At 0:00-0:01, the cat's fur appears as a smooth, waxy mass with no individual strands visible, resembling a rendered blob rather than biological fur.",TRUE,H,"At 0:00, the boundary between the cat's head and the window frame is completely dissolved; the head shape is indistinct and bleeds into the background.",FALSE,none,Lighting direction from the window is consistent with the shadows cast on the sill.,FALSE,none,No visible watermarks or logos present.,FALSE,none,No human subjects present.,TRUE,H,"At 0:00-0:01, the cat's head is structurally missing or melted into the body; at 0:02, the face appears suddenly with distorted proportions and unnatural symmetry.",FALSE,none,Window and furniture structures appear geometrically stable.,FALSE,none,Spatial arrangement of the room is plausible.,TRUE,H,"Between 0:01 and 0:02, the cat's head snaps from a non-existent state to a fully formed face instantly, violating rigid body motion physics.",TRUE,H,"The subject changes from a headless fur mound at 0:00 to a distinct cat face at 0:02, indicating severe identity instability.",TRUE,H,The sudden appearance of the cat's face at 0:02 without intermediate frames of movement is a major continuity break.,FALSE,none,No complex causal interactions observed beyond the motion glitch.,"The cat's head is completely absent or melted into the body in the first second, then instantly snaps into a fully formed face, demonstrating impossible topology and temporal continuity.",The video exhibits classic generative failure modes where the model struggles to maintain object permanence and structural integrity of the animal subject over time.,
w2_033_hunyuan_20260719_150439,Hunyuan,Qwen_3.5,2026-08-01,AI-generated,85,TRUE,M,"0:00-0:02, horse coat has uniform plastic-like sheen lacking individual hair detail; background grass is smooth and repetitive without texture variation.",TRUE,M,"0:00-0:02, soft halo around horse edges, especially mane and tail, blending unnaturally into background.",FALSE,none,Lighting appears consistent with a single overhead source; no obvious shadows or reflection errors.,FALSE,none,"No visible watermarks, logos, or overlay text; no frequency-domain regularities apparent in pixel data.",FALSE,none,no human subjects present,TRUE,H,"0:00-0:02, horse legs exhibit impossible joint angles and merging limbs during gallop cycle; front legs appear to fuse mid-stride.",FALSE,none,No mechanical objects or text present; scale relationships plausible for horse in field.,FALSE,none,Spatial arrangement of horse and horizon is physically possible; no missing expected elements.,TRUE,H,"0:00-0:02, leg motion is non-rigid and jittery; hooves slide across ground without proper contact physics; tail flicks unnaturally fast.",TRUE,M,"0:00-0:02, white facial marking shifts shape slightly between frames; mane density fluctuates inconsistently.",FALSE,none,No objects appear/disappear; lighting remains stable; no loop artifacts detected in short clip.,TRUE,M,"0:00-0:02, horse's momentum does not match leg movement — body accelerates without corresponding ground reaction force visible.",Impossible leg fusion and non-rigid motion during gallop cycle at 0:00-0:02.,Multiple severe temporal and anatomical violations indicate synthetic generation; motion artifacts dominate perception.,
w2_034_hunyuan_20260719_150731,Hunyuan,Qwen_3.5,2026-08-01,AI-generated,85,TRUE,M,"0:00 - The wood grain on the branch appears overly smooth and lacks the micro-detail expected in a macro shot, giving it a plastic-like quality.",TRUE,M,"0:00 - The edges of the small creature are indistinct and bleed into the background, lacking a sharp occlusion boundary.",FALSE,none,Lighting appears consistent with a natural outdoor environment.,FALSE,none,No visible watermarks or logos.,FALSE,none,No human subjects present.,TRUE,H,"0:00 - The creature lacks any definable anatomical features such as a head, eyes, or distinct limbs; it appears as a formless, fuzzy blob attached to the branch.",FALSE,none,"The branch structure is plausible, though texture is synthetic.",FALSE,none,Spatial arrangement of branch and background is standard.,TRUE,M,"0:01 - The creature exhibits a jittery, vibrating motion rather than natural biological movement, characteristic of temporal instability in generation.",TRUE,L,0:01 - The shape and volume of the creature fluctuate slightly between frames without clear cause.,FALSE,none,No objects appear or disappear abruptly.,FALSE,none,No clear physics violations observed beyond the unnatural motion.,"The central subject is a formless, amorphous blob lacking any recognizable animal anatomy (head, legs, eyes), which is a definitive sign of generative failure.","The video exhibits classic signs of early text-to-video models struggling with small, complex subjects, resulting in a 'fuzzy blob' creature and unstable temporal coherence.",
w2_035_hunyuan_20260719_151022,Hunyuan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,no texture defects; natural underwater grain and fish scale detail visible,FALSE,none,"fish edges are naturally soft due to water diffusion, not AI blur or halo",FALSE,none,lighting consistent with underwater sun penetration; no impossible shadows or reflections,FALSE,none,"no visible watermarks, logos, or synthetic noise patterns",FALSE,none,no human subjects present,FALSE,none,"fish anatomy is biologically accurate; fin placement, eye position, and body proportions correct",FALSE,none,no distorted objects; coral and seabed structures appear natural and stable,FALSE,none,spatial layout of fish school and reef is physically plausible and perspective-consistent,FALSE,none,fish swim with natural undulation and schooling behavior; no jitter or non-rigid motion,FALSE,none,individual fish maintain consistent appearance across frames; no morphing or pattern shift,FALSE,none,no objects appear/disappear; lighting and background remain temporally coherent,FALSE,none,no physics violations; fish movement obeys fluid dynamics and gravity,no strong artefacts observed,Video exhibits natural underwater optical properties and biologically accurate animal behavior; no indicators of synthetic generation.,
w2_036_hunyuan_20260719_151314,Hunyuan,Qwen_3.5,2026-08-01,Real,85,FALSE,none,Skin texture and fabric weave appear natural with appropriate noise; no waxy or plastic look observed.,FALSE,none,Object edges are consistent with optical depth-of-field blur; no haloing or dissolution artifacts detected.,FALSE,none,Lighting direction and shadow placement on hands and cards are physically consistent throughout the clip.,FALSE,none,"No visible watermarks, logos, or synthetic frequency patterns detected in the pixel data.",FALSE,none,"Hand structure, finger count, and joint movements during the card shuffle appear anatomically correct.",FALSE,none,no non-human subjects present,FALSE,none,Playing cards maintain rigid rectangular geometry and consistent back patterns; no morphing or text gibberish.,FALSE,none,Spatial arrangement of hands relative to the body and background is logical and perspective-consistent.,FALSE,none,Motion blur is consistent with high-speed hand movement; no jitter or non-rigid warping of the cards observed.,FALSE,none,Card back pattern and suit designs remain stable and consistent across all frames.,FALSE,none,No objects appear or disappear unexpectedly; lighting remains stable throughout the short clip.,FALSE,none,"Physics of the card shuffle (momentum, gravity, collision) appear natural and cause-effect consistent.",no strong artefacts observed,"The video displays natural motion blur and optical characteristics typical of a real camera recording a fast action, with no signs of generative instability.",
w2_037_hunyuan_20260719_151606,Hunyuan,Qwen_3.5,2026-08-01,Real,85,FALSE,none,no texture defects observed; motion blur is consistent with camera capture,FALSE,none,"edges are soft due to motion blur, not AI boundary dissolution",FALSE,none,lighting is consistent with stage performance; no impossible shadows,FALSE,none,no watermarks or synthetic noise patterns visible,FALSE,none,anatomy appears correct despite motion blur; no extra limbs or distortions,FALSE,none,no non-human subjects present,FALSE,none,dress and stage structure appear physically plausible,FALSE,none,spatial arrangement is consistent with a stage performance,FALSE,none,motion blur is natural and consistent with high-speed rotation,FALSE,none,dancer's appearance remains consistent throughout the clip,FALSE,none,no objects appear/disappear; lighting remains stable,FALSE,none,physics of spinning dress and body movement are consistent with reality,no strong artefacts observed,The video exhibits natural motion blur and lighting consistent with a real camera recording a dancer on stage.,
w2_038_hunyuan_20260719_151858,Hunyuan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture appears natural with appropriate pore detail and no waxy artifacts.,FALSE,none,Edges are sharp where in focus and naturally blurred due to depth of field; no haloing or bleeding.,FALSE,none,Lighting is consistent with the visible vanity bulb source; shadows and highlights behave physically.,FALSE,none,"No watermarks, logos, or synthetic noise patterns detected.",FALSE,none,Hand holding the brush shows correct finger count and joint articulation; facial features are stable.,FALSE,none,no non-human subjects present,FALSE,none,Makeup brush and mirror structure appear physically correct with no distortion.,FALSE,none,"Spatial arrangement of the subject, mirror, and background lights is logical and perspective-correct.",FALSE,none,Hand movement applying makeup is smooth and follows natural acceleration curves.,FALSE,none,Subject's facial features and clothing remain consistent throughout the clip.,FALSE,none,No objects appear or disappear; lighting remains constant.,FALSE,none,Physical interaction between the brush and the eyelid follows expected cause-and-effect.,no strong artefacts observed,The video exhibits natural depth of field blur and consistent lighting typical of real camera footage.,
w2_039_hunyuan_20260719_152150,Hunyuan,Qwen_3.5,2026-08-01,Real,85,FALSE,none,No texture defects observed; low resolution and motion blur are consistent with real camera capture in low light.,FALSE,none,"Boundaries show natural motion blur and depth-of-field softness typical of optical lenses, not AI synthesis artifacts.",FALSE,none,Lighting is consistent with string lights and ambient night scene; no impossible shadows or mismatches.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected across the frame.",FALSE,none,Human figures are blurred due to motion and distance; no anatomical distortions visible even on close inspection.,FALSE,none,no non-human subjects present,FALSE,none,"Tents, banners, and lights maintain structural integrity; no warping or gibberish text observed.",FALSE,none,Spatial layout is coherent; perspective and object placement are physically plausible.,FALSE,none,Motion blur is uniform and directionally consistent with crowd movement; no jitter or non-rigid deformation.,FALSE,none,No identity morphing or clothing pattern shifts observed; individuals remain visually consistent across frames.,FALSE,none,No objects appear/disappear abruptly; lighting and background motion are temporally stable.,FALSE,none,No physics violations observed; crowd movement and object interactions follow expected causal behavior.,no strong artefacts observed,"The video exhibits characteristics of real-world low-light cinematography: motion blur, grain, and soft focus — all consistent with handheld or stabilized camera capture at night.",
w2_040_hunyuan_20260719_152442,Hunyuan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Fur texture is detailed and natural with individual strands visible; no waxy or plastic appearance.,FALSE,none,Edges of the dog and reflection are sharp and consistent with optical focus; no haloing or bleeding.,FALSE,none,Lighting is consistent with an overcast outdoor environment; shadows and reflections match the scene geometry.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,"Only legs are visible, showing natural fabric drape and shoe structure; no anatomical defects.",FALSE,none,"Dog anatomy is correct; paws, tail, ears, and facial features are proportionate and realistic.",FALSE,none,"Leash, door frame, and pavement tiles maintain structural integrity and correct perspective.",FALSE,none,"Spatial arrangement of dog, owner, and reflection is physically plausible and consistent.",FALSE,none,Dog's gait is natural with correct weight distribution; no foot sliding or jitter.,FALSE,none,Dog's appearance and fur pattern remain constant throughout the clip.,FALSE,none,Reflection moves in perfect sync with the subject; no objects appear or disappear unexpectedly.,FALSE,none,Physics of movement and interaction with the leash are consistent with reality.,no strong artefacts observed,"The video exhibits high fidelity in texture, lighting, and motion physics, particularly in the complex interaction of the dog's fur and its reflection, which shows no signs of generative degradation.",
w2_001_wan_20260719_162444,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture shows natural pores and wrinkles consistent with age; no waxy or plastic appearance observed.,FALSE,none,Hair edges and clothing boundaries are sharp and distinct against the background; no halo or bleed observed.,FALSE,none,Lighting is consistent with outdoor daylight; shadows fall naturally on the neck and under the chin.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the frame.",FALSE,none,"Facial features, teeth, and ears appear anatomically correct; no distortions or extra limbs visible.",FALSE,none,No non-human subjects present in the video.,FALSE,none,"Clothing folds and jewelry (earrings, necklace) maintain structural integrity and realistic physics.",FALSE,none,Background depth of field is consistent with optical lens blur; spatial arrangement is logical.,FALSE,none,Facial movements during speech are smooth and biomechanically accurate; no jitter or sliding observed.,FALSE,none,Subject's identity remains stable throughout the clip; no morphing of facial features or clothing patterns.,FALSE,none,No objects appear or disappear; lighting and background remain consistent across frames.,FALSE,none,Mouth movements correspond logically to speech articulation; no physics violations observed.,no strong artefacts observed,"The video exhibits high-fidelity biological motion and optical characteristics typical of real camera footage, with no signs of generative synthesis.",
w2_002_wan_20260719_162850,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"Skin texture shows natural pores, wrinkles, and subsurface scattering consistent with real human skin; no waxy or plastic appearance.",FALSE,none,Subject edges are sharp and well-defined against the background; no haloing or bleeding observed.,FALSE,none,Lighting is consistent with overhead spherical fixtures; shadows fall naturally under the chin and nose.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in any frame.",FALSE,none,"Facial features, teeth, and ears are anatomically correct; no distortions or extra/missing parts.",FALSE,none,No non-human subjects present.,FALSE,none,"Background objects (shelves, lights, counter) maintain correct geometry and scale.",FALSE,none,Perspective and spatial arrangement of cafe interior are physically plausible.,FALSE,none,Head movement and laughter motion are fluid and natural; no jitter or sliding.,FALSE,none,Subject's facial identity and clothing remain stable throughout the clip.,FALSE,none,Background activity and lighting remain continuous; no sudden shifts or disappearing objects.,FALSE,none,Physical interactions and movements obey laws of physics; no causality violations.,no strong artefacts observed,"The video exhibits high-fidelity capture characteristics including natural depth of field, consistent lighting, and organic micro-movements typical of real camera footage.",
w2_003_wan_20260719_163256,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture shows natural pores and micro-variations; hair strands are distinct and irregular.,FALSE,none,Edges of glasses and hair are sharp with natural depth-of-field blur; no halos or bleeding.,FALSE,none,Lighting is consistent with a window source; reflections in glasses match the environment.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,"Facial features, ears, and visible fingers appear anatomically correct and stable.",FALSE,none,no non-human subjects present,FALSE,none,Book structure and glasses frames maintain rigid geometry; no text gibberish visible.,FALSE,none,Perspective and spatial arrangement of subject and background are physically plausible.,FALSE,none,Head and eye movements are smooth and natural; no jitter or sliding.,FALSE,none,Subject's appearance and clothing remain consistent throughout the clip.,FALSE,none,No objects appear or disappear; lighting remains stable.,FALSE,none,Physics of holding the book and eye movement follow natural laws.,no strong artefacts observed,The video exhibits high-fidelity details such as accurate glass reflections and natural skin texture that are characteristic of real camera footage.,
w2_004_wan_20260719_163702,Wan,Qwen_3.5,2026-08-01,Real,15,FALSE,none,Skin texture appears natural with appropriate pore detail and subsurface scattering; no waxy or plastic appearance observed.,FALSE,none,Hair edges are sharp and distinct against the background; no haloing or dissolution observed.,FALSE,none,Lighting is consistent with an overcast day viewed through a window; shadows and highlights on the face are physically plausible.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the frame.",FALSE,none,"Facial features including eyes, nose, and mouth are proportionate and anatomically correct; no distortions observed.",FALSE,none,No non-human subjects present in the video.,FALSE,none,Raindrops on the window exhibit correct fluid dynamics and refraction; no structural distortions.,FALSE,none,Spatial relationship between the subject and the window is consistent with standard perspective.,FALSE,none,Subject movement is subtle and natural; raindrop motion follows gravity correctly without jitter.,FALSE,none,Subject's facial features and clothing pattern remain consistent throughout the clip.,FALSE,none,No objects appear or disappear unexpectedly; lighting remains stable.,FALSE,none,"Physical interactions, such as the gaze direction and rain flow, adhere to real-world physics.",no strong artefacts observed,"The video displays high fidelity in texture, lighting, and motion, characteristic of real camera footage.",
w2_005_wan_20260719_164108,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture shows natural pores and beard hair detail; no waxy or plastic appearance observed.,FALSE,none,Subject edges are sharp and well-defined against the background; no halo or bleed effects.,FALSE,none,Lighting is consistent with overhead kitchen fixtures; shadows fall naturally on the face and uniform.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in any frame.",FALSE,none,"Facial features, hand structure, and finger count appear anatomically correct throughout the clip.",FALSE,none,no non-human subjects present,FALSE,none,Spoon and uniform buttons maintain correct geometry and scale; no distortion observed.,FALSE,none,Kitchen environment perspective is consistent; background elements align logically with foreground.,FALSE,none,Hand movement bringing spoon to mouth is smooth and physically plausible; no jitter or sliding.,FALSE,none,Subject's facial features and clothing patterns remain stable across all frames.,FALSE,none,Background chef movement and foreground action are temporally consistent; no objects appear/disappear.,FALSE,none,Eating action follows logical cause-and-effect; spoon contents diminish appropriately.,no strong artefacts observed,"The video exhibits high fidelity in texture, lighting, and motion consistency typical of real camera footage.",
w2_006_wan_20260719_164514,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"Skin texture shows natural pores, veins, and hair follicles with appropriate detail; no waxy or plastic appearance observed.",FALSE,none,"Object edges are sharp and well-defined; no haloing, bleeding, or dissolution between subject and background.",FALSE,none,Lighting is consistent with a cafe environment; shadows fall naturally under hands and keys; reflections on screen match ambient light.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the pixel data.",FALSE,none,"Hands display correct finger count, joint articulation, and proportions; no merging or distortion observed during typing motion.",FALSE,none,No non-human subjects present in the video clip.,FALSE,none,Laptop keyboard layout is geometrically consistent; keys depress realistically; no structural warping or gibberish text.,FALSE,none,Spatial arrangement of foreground laptop and background patrons follows natural perspective rules; depth of field is physically plausible.,FALSE,none,"Finger movements are fluid and biomechanically accurate; no jitter, sliding, or non-rigid deformation of rigid objects.",FALSE,none,"Hand appearance, skin tone, and clothing remain constant throughout the clip; no morphing or pattern shifting.",FALSE,none,Background elements remain stable; no objects appear or disappear spontaneously; lighting remains constant.,FALSE,none,Physical interactions between fingers and keys obey causality and conservation of matter; no gravity violations.,no strong artefacts observed,The video exhibits high-fidelity temporal coherence and anatomical correctness typical of real-world camera capture.,
w2_007_wan_20260719_164920,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Natural skin texture with visible pores and veins; realistic plastic sheen on the milk jug.,FALSE,none,"Sharp, clean edges on the mug and jug; natural optical depth-of-field blur in the background.",FALSE,none,Consistent directional sunlight from the right casting physically accurate shadows and specular highlights on the liquid.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,Hand structure is anatomically correct with proper finger articulation and grip on the jug handle.,FALSE,none,no non-human subjects present,FALSE,none,"Mug, jug, and coffee machine maintain rigid, correct geometry throughout the clip.",FALSE,none,Spatial arrangement of kitchen items is logical and perspective is consistent.,FALSE,none,Fluid dynamics of the pouring milk are physically accurate with natural turbulence and flow.,FALSE,none,"Objects maintain consistent appearance, color, and texture across all frames.",FALSE,none,No objects appear or disappear; lighting and background remain stable.,FALSE,none,Gravity and momentum of the liquid behave according to real-world physics.,no strong artefacts observed,The video exhibits high-fidelity fluid simulation and natural lighting interactions typical of real-world camera capture.,
w2_008_wan_20260719_165326,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Natural fabric weave on jeans and canvas texture on shoes visible; skin shows natural pores and imperfections.,FALSE,none,Sharp edges on shoes and clothing; no haloing or bleeding observed.,FALSE,none,Consistent sunlight direction casting realistic shadows under the bench and shoes.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns.",FALSE,none,Hands show correct finger count and natural joint movement while tying laces; face proportions are normal.,FALSE,none,no non-human subjects present,FALSE,none,Shoes and bench maintain correct structural integrity and scale relationships.,FALSE,none,Perspective is consistent with a low-angle shot; spatial arrangement of leaves and ground is logical.,FALSE,none,Hand movements are fluid and physically accurate; no jitter or sliding observed.,FALSE,none,Clothing patterns and shoe details remain consistent throughout the clip.,FALSE,none,No objects appear or disappear; lighting remains stable across cuts.,FALSE,none,Physics of shoelace tying and body movement adhere to real-world mechanics.,no strong artefacts observed,"The video exhibits natural lighting, consistent physics, and high-fidelity textures typical of real camera footage.",
w2_009_wan_20260719_165735,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"Paper grain, ink absorption, and skin texture appear natural and high-fidelity throughout the clip.",FALSE,none,"Edges of the hand, pen, and notebook are sharp and consistent with optical focus; no halos or bleeding observed.",FALSE,none,Lighting is consistent with a single source; shadows cast by the hand and pen align physically with the scene geometry.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the pixel data.",FALSE,none,"Hand structure, finger count, and grip on the fountain pen are anatomically correct and stable.",FALSE,none,no non-human subjects present,FALSE,none,The fountain pen and notebook maintain structural integrity; handwritten text is legible and coherent.,FALSE,none,Spatial arrangement of objects on the desk is logical and perspective is consistent.,FALSE,none,Hand movement and ink flow are smooth and physically plausible; no jitter or sliding artifacts.,FALSE,none,Objects and subject identity remain constant; no morphing of the hand or changes in the notebook appearance.,FALSE,none,The writing action proceeds continuously without objects appearing or disappearing unexpectedly.,FALSE,none,"Ink appears on the paper strictly as a result of the pen tip contact, adhering to physical causality.",no strong artefacts observed,"The video displays high-quality macro footage of writing with natural lighting, coherent text generation, and physically accurate fluid dynamics of the ink.",
w2_010_wan_20260719_170141,Wan,Qwen_3.5,2026-08-01,Real,95,FALSE,none,Skin texture and wood grain appear natural with appropriate detail and variation.,FALSE,none,Object edges are sharp and well-defined against the background.,FALSE,none,"Lighting is consistent with a single overhead source, casting natural shadows.",FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,"Hands and fingers display correct count, proportions, and joint movement.",FALSE,none,no non-human subjects present,FALSE,none,Playing cards maintain rigid structure and correct geometry throughout manipulation.,FALSE,none,Spatial arrangement of table and hands follows standard perspective rules.,FALSE,none,"Card shuffling motion is fluid, with natural acceleration and deceleration.",FALSE,none,Card back patterns and hand appearance remain consistent across frames.,FALSE,none,No objects appear or disappear unexpectedly; background remains static.,FALSE,none,Physical interactions between hands and cards obey laws of physics and momentum.,no strong artefacts observed,"The video exhibits high fidelity in texture, lighting, and motion physics, characteristic of real-world footage.",
w2_011_wan_20260719_170547,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Natural skin texture with visible pores and fabric weave on clothing; no waxy or plastic appearance.,FALSE,none,"Sharp, clean edges on subjects and background elements; no haloing or bleeding observed.",FALSE,none,Consistent golden hour lighting with physically accurate shadows and highlights matching the sun position.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the pixel data.",FALSE,none,"Correct finger counts, natural facial proportions, and realistic joint movement throughout the clip.",FALSE,none,no non-human subjects present,FALSE,none,Vehicles and buildings maintain correct structural integrity and perspective; no gibberish text on signs.,FALSE,none,Spatial arrangement of pedestrians and architecture follows natural depth and perspective rules.,FALSE,none,"Smooth, natural gait with correct foot contact; no jitter or sliding observed.",FALSE,none,Facial features and clothing patterns remain consistent across all frames.,FALSE,none,Background pedestrians move continuously without popping or teleporting; lighting remains stable.,FALSE,none,Physical interactions such as walking and gesturing adhere to standard laws of physics.,no strong artefacts observed,"The video exhibits high-fidelity capture characteristics including natural motion blur, consistent depth of field, and complex background activity that behaves realistically.",
w2_012_wan_20260719_170953,Wan,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Natural skin texture and fabric details visible on clothing; no waxy or plastic appearance.,FALSE,none,"Sharp, clean edges on all subjects and objects; no haloing or bleeding observed.",FALSE,none,Consistent warm indoor lighting with correct shadow directions cast by lamps and overhead sources.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the frame.",FALSE,none,"All four individuals display correct limb counts, finger positions, and facial proportions.",FALSE,none,No non-human subjects present in the video.,FALSE,none,"Furniture, cutlery, and tableware maintain correct structural integrity and scale relationships.",FALSE,none,Perspective and spatial arrangement of the dining room are physically plausible and consistent.,FALSE,none,"Natural, fluid motion of eating and talking; no jitter or sliding observed.",FALSE,none,"Character appearances, clothing patterns, and object colors remain stable throughout the clip.",FALSE,none,No objects appear or disappear unexpectedly; background remains static and consistent.,FALSE,none,Physical interactions with food and utensils follow standard laws of physics and causality.,no strong artefacts observed,"The video exhibits high fidelity in lighting, texture, and temporal consistency, characteristic of genuine camera footage.",
