video_id,generator,mllm,batch_date,verdict,confidence,1.1_texture__detected,1.1_texture__severity,1.1_texture__evidence,1.2_boundary__detected,1.2_boundary__severity,1.2_boundary__evidence,1.3_lighting__detected,1.3_lighting__severity,1.3_lighting__evidence,1.4_watermark__detected,1.4_watermark__severity,1.4_watermark__evidence,2.1_human_anatomy__detected,2.1_human_anatomy__severity,2.1_human_anatomy__evidence,2.2_non_human_anatomy__detected,2.2_non_human_anatomy__severity,2.2_non_human_anatomy__evidence,2.3_object_structural__detected,2.3_object_structural__severity,2.3_object_structural__evidence,2.4_scene_composition__detected,2.4_scene_composition__severity,2.4_scene_composition__evidence,3.1_motion__detected,3.1_motion__severity,3.1_motion__evidence,3.2_identity_drift__detected,3.2_identity_drift__severity,3.2_identity_drift__evidence,3.3_continuity__detected,3.3_continuity__severity,3.3_continuity__evidence,3.4_causality__detected,3.4_causality__severity,3.4_causality__evidence,most_diagnostic_artefact,notes,review_flag
w2_003_hunyuan_20260719_133334,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00-0:02 center face, skin is overly smooth and waxy.",TRUE,M,"0:01 viewer right cheek, glasses frame blends into skin.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermarks observed.,FALSE,none,Anatomy appears generally normal.,FALSE,none,No non-human subjects present.,TRUE,M,"0:00-0:02 center face, glasses lack proper temples.",FALSE,none,Scene composition is standard.,TRUE,M,"0:01 center face, glasses warp during head movement.",FALSE,none,No significant drift observed.,FALSE,none,No continuity errors observed.,FALSE,none,No physics violations observed.,Glasses structurally flawed and blending into face.,Video exhibits typical AI smoothing.,
w2_004_hunyuan_20260719_133625,Hunyuan,Gemini_3.1_Pro,2026-07-29,Real,30,FALSE,none,Skin and hair look natural.,FALSE,none,Edges are clean.,FALSE,none,Lighting is consistent.,FALSE,none,No watermarks seen.,FALSE,none,Facial proportions normal.,FALSE,none,no non-human subjects present,FALSE,none,Window frame is normal.,FALSE,none,Spatial arrangement normal.,FALSE,none,Motion is natural.,FALSE,none,Features remain consistent.,FALSE,none,No continuity errors.,FALSE,none,No physics violations.,no strong artefacts observed,Video appears natural.,
w2_005_hunyuan_20260719_133917,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,72,TRUE,L,0:00 center face skin smooth.,TRUE,L,0:01 bottom-left spoon edges blur.,FALSE,none,Normal lighting.,FALSE,none,No watermark.,TRUE,M,0:00 bottom-left fingers merge.,FALSE,none,no non-human subjects present,TRUE,M,0:01 bottom-left spoon distorted.,FALSE,none,Standard layout.,TRUE,M,0:01 center unnatural spoon motion.,TRUE,M,0:01 center spoon morphs shape.,FALSE,none,No continuity breaks.,TRUE,M,0:01 center food physics fail.,Spoon morphs and merges with fingers.,Clear structural failures.,
w2_006_hunyuan_20260719_134208,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00-0:02 center hands, waxy skin.",TRUE,M,"0:01 center fingers, soft edges.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermark.,TRUE,M,"0:00-0:02 center hands, distorted fingers.",FALSE,none,No non-human subjects present.,TRUE,M,"0:01 bottom keyboard, keys lack structure.",FALSE,none,Scene layout normal.,TRUE,M,"0:01 center hands, non-rigid movement.",TRUE,M,"0:00-0:02 center hands, finger count changes.",FALSE,none,No major continuity errors.,TRUE,M,"0:01 bottom keyboard, keys do not depress.",Fingers morph and change count.,Clear anatomical issues.,
w2_007_hunyuan_20260719_134948,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, liquid appears waxy.",FALSE,none,Edges appear normal.,FALSE,none,Lighting seems consistent.,FALSE,none,No watermark visible.,TRUE,M,"0:00 top-left, thumb blends into pitcher.",FALSE,none,No non-human subjects present.,TRUE,M,"0:02 center-right, cup handle shape irregular.",FALSE,none,Scene layout is standard.,TRUE,M,"0:01 center, liquid flow lacks natural dynamics.",FALSE,none,Objects maintain identity.,FALSE,none,No sudden shifts.,TRUE,M,"0:02 center, liquid lacks splash impact.",Liquid flow lacks natural dynamics.,Thumb blends into pitcher.,
w2_008_hunyuan_20260719_135240,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 center hands smooth,TRUE,M,0:01 center laces blend,FALSE,none,Lighting normal,FALSE,none,No watermark,TRUE,M,0:01 center fingers merge,FALSE,none,no non-human subjects present,TRUE,M,0:02 center lace illogical,FALSE,none,Scene standard,TRUE,M,0:01 center fingers slide,TRUE,M,0:02 center lace changes,TRUE,M,0:01 center lace disappears,TRUE,M,0:02 center no knot,Fingers merge with laces.,Multiple structural issues.,
w2_009_hunyuan_20260719_135532,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,L,Smooth skin at 0:01 right hand.,TRUE,L,Pen tip blends at 0:01 center.,FALSE,none,Lighting consistent.,FALSE,none,No watermark.,TRUE,M,Odd finger grip at 0:01 top hand.,FALSE,none,No non-human subjects present.,TRUE,M,Distorted pen nib and gibberish text at 0:02 center.,FALSE,none,Plausible arrangement.,TRUE,L,Non-rigid pen motion at 0:01 center.,TRUE,M,Text morphs at 0:01 center.,TRUE,M,Ink shifts at 0:02 center.,TRUE,M,Ink appears illogically at 0:01 center.,Text on the page is gibberish and morphs during writing.,Multiple structural and temporal artifacts present.,
w2_010_hunyuan_20260719_135824,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:00 center, card back lacks detail.",TRUE,L,"0:02 right, finger edge soft.",FALSE,none,no lighting issues.,FALSE,none,no watermark.,TRUE,M,"0:01 right, fingers lack definition.",FALSE,none,no non-human subjects present.,TRUE,M,"0:00 center, card pattern garbled.",FALSE,none,scene composition normal.,TRUE,M,"0:02 center, card bends oddly.",TRUE,M,"0:02 center, card pattern morphs.",FALSE,none,no continuity errors.,FALSE,none,no physics violations.,Card back pattern morphs during lift.,Card design is garbled.,
w2_011_hunyuan_20260719_140117,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00-0:02 faces lack fine detail.,TRUE,M,0:00-0:02 soft edges around hair.,FALSE,none,Lighting is consistent.,FALSE,none,No watermarks visible.,TRUE,M,0:00-0:02 slight facial stiffness.,FALSE,none,No non-human subjects present.,TRUE,M,0:00-0:02 background text is unreadable.,FALSE,none,Scene composition is normal.,TRUE,M,0:00-0:02 walking motion is unnatural.,TRUE,M,0:00-0:02 clothing folds shift slightly.,FALSE,none,No continuity errors.,FALSE,none,No physics violations.,Background text is unreadable.,Video shows typical AI smoothing.,
w2_012_hunyuan_20260719_140415,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:00-0:02 waxy skin on faces and indistinct food textures across table.,TRUE,M,0:01 soft edges around man's hands and utensils on right.,FALSE,none,no obvious lighting errors.,FALSE,none,no watermark visible.,TRUE,M,0:01 man's right hand holding utensil is malformed.,FALSE,none,no non-human subjects present.,TRUE,M,0:01 utensils on right are distorted.,FALSE,none,scene arrangement appears standard.,TRUE,M,0:01 man's cutting motion on right is non-rigid.,TRUE,M,0:02 food in center bowls shifts shape.,FALSE,none,no sudden continuity errors.,TRUE,M,0:01 knife on right phases through food without cutting.,Man's hand and utensils on the right blend together during motion.,Multiple structural and motion artifacts present.,
w2_013_hunyuan_20260719_140707,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,L,0:00-0:02 faces overly smooth.,TRUE,L,0:00-0:02 right hand blends with pen.,FALSE,none,Lighting consistent.,FALSE,none,No watermarks.,TRUE,M,0:00-0:02 right hand fingers merged.,FALSE,none,No non-human subjects present.,TRUE,M,0:00-0:02 whiteboard text is gibberish.,FALSE,none,Spatial arrangement plausible.,TRUE,M,0:00-0:02 hand and pen morphing.,TRUE,L,0:00-0:02 pen shape shifts.,FALSE,none,No continuity breaks.,FALSE,none,No physics violations.,Background whiteboard text is unreadable gibberish.,Subject hands also show structural merging.,
w2_014_hunyuan_20260719_140959,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,L,0:01 center face waxy,TRUE,L,0:00 center edges soft,TRUE,L,0:01 bottom shadow vague,FALSE,none,no watermark visible,TRUE,M,0:00 center hand malformed,FALSE,none,no non-human subjects present,TRUE,M,0:00 center bike lacks fork,TRUE,M,0:02 background left vanish,TRUE,M,0:01 center bike morphs,TRUE,M,0:01 background left morph,TRUE,M,0:02 background left disappear,TRUE,M,0:01 center no pedaling,Bike lacks structural components.,Multiple structural errors.,
w2_015_hunyuan_20260719_141252,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,Waxy face at 00:01 center.,TRUE,M,Edges dissolve at 00:00 right.,FALSE,none,Consistent lighting.,FALSE,none,No watermark.,TRUE,M,Face distorts at 00:01 center.,TRUE,M,Malformed birds at 00:01 foreground.,FALSE,none,Stable bench.,TRUE,M,Impossible spacing at 00:01 center.,TRUE,M,Unnatural glide at 00:01 left.,TRUE,M,Face morphs at 00:02 center.,TRUE,M,Bird merges at 00:01 right.,TRUE,M,Phasing through torso at 00:01 right.,Pigeons phase through subjects and morph unnaturally.,Severe temporal artifacts.,
w2_016_hunyuan_20260719_141544,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,L,"0:00 bottom, grass lacks detail.",TRUE,L,"0:01 bottom center, ball edges blur.",FALSE,none,Lighting is consistent.,FALSE,none,No watermark visible.,TRUE,L,"0:01 lower frame, feet lack definition.",FALSE,none,no non-human subjects present,TRUE,M,"0:00 center, ball pattern irregular.",FALSE,none,Standard spatial arrangement.,TRUE,M,"0:01 center, ball slides unnaturally.",TRUE,M,"0:02 center, shoe color changes.",FALSE,none,No sudden shifts.,TRUE,M,"0:02 center, ball deforms.",Shoe colors and ball patterns change mid-motion.,Clear AI generation markers.,
w2_017_hunyuan_20260719_141835,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, smooth sand.",TRUE,M,"0:01 center, soft edges.",TRUE,M,"0:02 bottom, missing shadow.",FALSE,none,No watermark.,TRUE,M,"0:01 center, stiff limbs.",FALSE,none,No non-human subjects present.,FALSE,none,No objects.,TRUE,M,"0:00 background, static waves.",TRUE,M,"0:01 bottom, feet slide.",TRUE,M,"0:02 center, silhouette shift.",TRUE,M,"0:01 background, static waves.",TRUE,M,"0:02 bottom, no footprints.",Runner leaves no footprints while sliding.,Floaty motion and static waves.,
w2_018_hunyuan_20260719_142127,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 top left background lacks detail.,TRUE,M,0:01 lower center feet blend into board.,TRUE,M,0:01 lower center missing shadow.,FALSE,none,No watermark.,TRUE,M,0:02 lower center legs distort.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 center board loses wheels.,TRUE,M,0:02 top left shifting buildings.,TRUE,M,0:01 center board bends.,TRUE,M,0:01 center board changes shape.,TRUE,M,0:02 lower center board disappears.,TRUE,M,0:02 lower center riding without board.,Skateboard morphs and disappears mid-jump.,Clear structural failures on the skateboard.,
w2_019_hunyuan_20260719_142419,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, splash lacks droplet detail.",TRUE,M,"0:01 center-right, arm edges blur into water.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,TRUE,M,"0:01 center-right, arms lack joints and hands.",FALSE,none,No non-human subjects present.,FALSE,none,No structural objects present.,FALSE,none,Scene composition is standard.,TRUE,M,"0:00-0:02 center, water moves like thick gel.",TRUE,M,"0:01 center, arms morph into the splash.",FALSE,none,No continuity errors observed.,TRUE,M,"0:01 center, splash physics lack realistic dispersion.",Water splashes lack realistic droplet physics and appear as soft masses.,"Video exhibits a smooth, painterly quality typical of AI generation.",
w2_020_hunyuan_20260719_142711,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,L,0:00 right subject skin waxy.,TRUE,M,0:02 right subject dissolves into background.,FALSE,none,No obvious lighting errors.,FALSE,none,No watermark.,TRUE,M,0:01 right subject legs morph.,FALSE,none,no non-human subjects present,TRUE,M,0:00 right subject missing racket.,FALSE,none,Scene layout mostly stable.,TRUE,M,0:01 left subject glides.,TRUE,M,0:02 left subjects merge.,TRUE,M,0:02 right subject vanishes.,TRUE,M,0:01 left subject moves without friction.,Right subject vanishes at 0:02.,Multiple severe temporal and anatomical errors.,
w2_021_hunyuan_20260719_143003,Hunyuan,Gemini_3.1_Pro,2026-07-29,Real,30,FALSE,none,Normal textures.,FALSE,none,Clean edges.,FALSE,none,Normal lighting.,FALSE,none,None visible.,FALSE,none,Normal anatomy.,FALSE,none,no non-human subjects present,FALSE,none,Stable objects.,FALSE,none,Logical scene.,FALSE,none,Natural motion.,FALSE,none,Consistent identity.,FALSE,none,Continuous scene.,FALSE,none,Normal physics.,no strong artefacts observed,Standard camera footage.,
w2_022_hunyuan_20260719_143310,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00 center, text on newspapers is gibberish.",TRUE,M,"0:01 right, hands merge with papers.",FALSE,none,No obvious lighting errors.,FALSE,none,No watermark visible.,TRUE,M,"0:01 right, face lacks structure.",FALSE,none,No non-human subjects present.,TRUE,M,"0:00 center, signs are unreadable.",FALSE,none,Scene layout coherent.,TRUE,M,"0:01 right, body moves non-rigidly.",TRUE,M,"0:01 right, held papers change shape.",TRUE,M,"0:01 right, papers merge into coat.",TRUE,M,"0:01 right, papers phase through body.",Objects merge and text is gibberish.,Clear AI generation.,
w2_023_hunyuan_20260719_143601,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,Soft textures on plants at 00:01 center.,TRUE,M,Soft edges on woman at 00:01 left-center.,FALSE,none,Lighting appears consistent.,FALSE,none,No watermark seen.,FALSE,none,Figures are blurry but normal.,FALSE,none,No non-human subjects present.,TRUE,M,Gibberish text on chalkboard at 00:00-00:02 right.,TRUE,M,Vague architectural details at 00:02 center.,FALSE,none,Motion appears normal.,FALSE,none,Objects remain stable.,FALSE,none,No obvious continuity errors.,FALSE,none,Physics appear normal.,Gibberish text on the chalkboard.,Text rendering fails completely.,
w2_024_hunyuan_20260719_143853,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00 center-left, board lacks sharp detail",TRUE,M,"0:01 right side, glasses blend into face",FALSE,none,Lighting appears consistent,FALSE,none,No watermark visible,TRUE,M,"0:00 center, fingers appear fused",FALSE,none,No non-human subjects present,TRUE,M,"0:00 center-left, text on board is gibberish",FALSE,none,Scene layout is plausible,FALSE,none,No obvious motion errors,FALSE,none,Objects remain consistent,FALSE,none,No continuity errors,FALSE,none,No physics violations,Text on the display board is unreadable gibberish.,Hand anatomy also shows signs of synthesis.,
w2_025_hunyuan_20260719_144145,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00-0:02 waxy skin on left hand.,FALSE,none,no boundary issues.,FALSE,none,lighting consistent.,FALSE,none,no watermark.,TRUE,M,0:00-0:02 fingers blend into pen.,FALSE,none,no non-human subjects present.,TRUE,M,0:00-0:02 whiteboard text is gibberish.,FALSE,none,layout standard.,FALSE,none,no motion errors.,TRUE,M,0:00-0:02 text morphs.,FALSE,none,no continuity errors.,FALSE,none,no physics violations.,Whiteboard text is gibberish.,Clear AI generation.,
w2_026_hunyuan_20260719_144437,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00-0:02 right hand skin waxy.,TRUE,M,0:00-0:02 left fingers blend into handle.,FALSE,none,Lighting consistent.,FALSE,none,No watermark.,TRUE,M,0:00-0:02 left hand grip distorted.,FALSE,none,No non-human subjects present.,TRUE,M,0:00-0:02 center knife blade warps.,FALSE,none,Standard arrangement.,TRUE,M,0:00-0:02 center knife bends.,TRUE,M,0:00-0:02 bottom center vegetable pieces morph.,FALSE,none,No sudden shifts.,TRUE,M,0:00-0:02 bottom center knife fails to cut.,Knife passes through vegetables without cutting.,Multiple structural and physical errors.,
w2_027_hunyuan_20260719_144728,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 right side, waxy hand texture.",TRUE,M,"0:02 right side, hand edges blur.",FALSE,none,Lighting consistent.,FALSE,none,No watermark.,TRUE,M,"0:01 right side, fingers merge.",FALSE,none,No non-human subjects present.,TRUE,M,"0:01 center, loom lacks shuttle.",FALSE,none,Plausible arrangement.,TRUE,M,"0:02 right side, non-rigid hand motion.",TRUE,M,"0:02 right side, fingers morph.",FALSE,none,No sudden shifts.,TRUE,M,"0:02 center, weaving without thread.",Hand fingers merge and morph while weaving.,Loom mechanics are physically incorrect.,
w2_028_hunyuan_20260719_145020,Hunyuan,Gemini_3.1_Pro,2026-07-29,Uncertain,50,FALSE,none,Textures natural.,FALSE,none,Edges consistent.,FALSE,none,Lighting matches.,FALSE,none,No watermark.,FALSE,none,No humans.,FALSE,none,No non-human subjects present.,FALSE,none,No structural defects.,FALSE,none,Standard composition.,TRUE,M,"0:00-0:02 across frame, droplets static.",FALSE,none,No drift.,FALSE,none,No errors.,TRUE,M,"0:00-0:02 across frame, droplets defy gravity.",Lack of motion in droplets.,Appears to be a static image.,
w2_030_hunyuan_20260719_145604,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,L,0:00-0:02 bottom-right hand lacks skin texture.,FALSE,none,Edges appear mostly coherent.,TRUE,L,0:00-0:02 top-left pitcher reflection mismatches scene.,FALSE,none,No watermark seen.,TRUE,M,0:00-0:02 bottom-right hand lacks distinct joints.,FALSE,none,No non-human subjects present.,TRUE,L,0:00-0:02 top-left pitcher spout is slightly warped.,FALSE,none,Spatial arrangement is plausible.,TRUE,M,0:00-0:02 center milk stream lacks realistic fluid dynamics.,FALSE,none,Objects maintain identity.,TRUE,M,0:00-0:02 center cup volume does not increase.,TRUE,M,0:00-0:02 center milk impact lacks surface displacement.,Fluid dynamics of the pouring milk lack realistic physical interaction.,Hand anatomy and fluid physics show typical generative anomalies.,
w2_032_hunyuan_20260719_150147,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:02 center, soft fur texture.",FALSE,none,Edges coherent.,FALSE,none,Lighting consistent.,FALSE,none,No watermark.,FALSE,none,No humans present.,TRUE,M,"0:01 center, head emerges unnaturally.",FALSE,none,Window stable.,FALSE,none,Normal arrangement.,TRUE,M,"0:01 center, non-rigid turning.",TRUE,M,"0:01 center, stripe pattern shifts.",FALSE,none,No sudden shifts.,FALSE,none,No physics violations.,Cat head emerges without skeletal structure.,Motion lacks rigidity.,
w2_033_hunyuan_20260719_150439,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:01 center, smooth coat.",TRUE,M,"0:01 top, soft mane edges.",FALSE,none,no obvious lighting errors.,FALSE,none,no watermark visible.,FALSE,none,no humans present.,TRUE,M,"0:01 bottom, unnatural leg joints.",FALSE,none,no mechanical objects.,TRUE,M,"0:00 background, flat depth.",TRUE,M,"0:02 bottom, floaty gallop.",TRUE,M,"0:01 center, shifting head mark.",TRUE,M,"0:01 background, unnatural scroll.",FALSE,none,no physics violations.,Unnatural leg joints during gallop.,Motion lacks ground contact.,
w2_034_hunyuan_20260719_150731,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, creature fur is a soft blur lacking detail.",TRUE,M,"0:01 center, creature edges dissolve into the background.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,FALSE,none,No human subjects present.,TRUE,M,"0:01 center, animal lacks discernible facial features or distinct limbs.",FALSE,none,Stick structure appears normal.,FALSE,none,Scene composition is standard.,TRUE,M,"0:01 center, creature exhibits non-rigid, vibrating motion.",TRUE,M,"0:01 center, creature's body mass and shape shift inconsistently.",FALSE,none,No obvious continuity errors.,FALSE,none,No clear causality violations.,"The creature's anatomy is an indistinct, morphing blob lacking defined limbs.",The video exhibits strong structural and temporal instability in the main subject.,
w2_035_hunyuan_20260719_151022,Hunyuan,Gemini_3.1_Pro,2026-07-29,Real,35,FALSE,none,natural textures,FALSE,none,normal edges,FALSE,none,realistic lighting,FALSE,none,no watermarks,FALSE,none,no humans,FALSE,none,normal fish anatomy,FALSE,none,no objects,FALSE,none,natural layout,FALSE,none,natural swimming,FALSE,none,consistent appearance,FALSE,none,no errors,FALSE,none,normal physics,no strong artefacts observed,genuine underwater footage,
w2_036_hunyuan_20260719_151314,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:01 center, waxy skin and blurry cards.",TRUE,M,"0:01 center, fingers blend into cards.",FALSE,none,No lighting errors.,FALSE,none,No watermark.,TRUE,M,"0:01 center-left, fingers merge together.",FALSE,none,No non-human subjects present.,TRUE,M,"0:01 center, cards lack rigid structure.",FALSE,none,Standard composition.,TRUE,M,"0:01 center, non-rigid card motion.",TRUE,M,"0:01 center, deck morphs.",FALSE,none,No continuity errors.,TRUE,M,"0:01 center, cards melt together.",Fingers and cards merge into a non-rigid mass.,Clear AI generation markers.,
w2_037_hunyuan_20260719_151606,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,65,TRUE,M,"0:00-0:02 center, loss of fine detail on face and dress.",TRUE,M,"0:01 center, soft edges around dancer.",FALSE,none,no obvious lighting errors.,FALSE,none,no watermark visible.,TRUE,M,"0:02 center, face features distorted.",FALSE,none,no non-human subjects present.,FALSE,none,no structural objects.,FALSE,none,scene composition normal.,FALSE,none,motion appears mostly normal.,TRUE,M,"0:00-0:02 center, face morphs during spin.",FALSE,none,no major continuity errors.,FALSE,none,no physics violations.,Face morphs and distorts during the spin.,"Video is low resolution, making some artifacts hard to distinguish from compression.",
w2_038_hunyuan_20260719_151858,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00-0:02 center face skin appears waxy.,TRUE,L,0:01 center hand edges blend into face.,FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,TRUE,M,0:00-0:02 center-left fingers lack joints.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 center brush lacks distinct bristles.,TRUE,M,0:00-0:02 overall reflection angle mismatches foreground.,TRUE,L,0:01 center brush movement is floaty.,TRUE,L,0:01 center eyeshadow shape shifts.,FALSE,none,No major continuity errors.,FALSE,none,No obvious physics violations.,Fingers gripping the brush lack joints and blend together.,Reflection geometry is inconsistent.,
w2_039_hunyuan_20260719_152150,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 foreground subjects lack facial details.,TRUE,M,0:02 center right subject edges blend into background.,FALSE,none,Lighting appears generally consistent.,FALSE,none,No watermarks observed.,TRUE,M,0:02 center right faces are featureless blobs.,FALSE,none,No non-human subjects present.,TRUE,M,0:00 top banners contain gibberish patterns.,FALSE,none,Scene layout is plausible.,TRUE,M,0:01 lower half people glide without walking mechanics.,TRUE,M,0:02 foreground clothing shapes morph during movement.,FALSE,none,No major continuity errors noted.,FALSE,none,No physics violations observed.,Foreground subjects have featureless faces and glide unnaturally.,Video exhibits strong synthetic characteristics.,
w2_040_hunyuan_20260719_152442,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, fur lacks detail.",TRUE,M,"0:01 center, leash blends.",FALSE,none,No lighting errors.,FALSE,none,No watermark.,FALSE,none,Legs appear normal.,TRUE,M,"0:02 center, paw malformed.",TRUE,M,"0:01 top-left, leash disconnected.",TRUE,M,"0:02 right, reflection angle wrong.",TRUE,M,"0:01 center, dog slides.",TRUE,M,"0:02 right, reflection morphs.",FALSE,none,No continuity errors.,TRUE,M,"0:02 right, reflection mismatched.",Reflection angle and movement do not match the subject.,Multiple structural and reflection errors.,
w2_001_wan_20260719_162444,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,65,TRUE,M,"0:01 center face, skin lacks pore detail.",FALSE,none,Edges normal.,FALSE,none,Lighting consistent.,FALSE,none,No watermark.,TRUE,M,"0:01 center mouth, lower teeth fused.",FALSE,none,No non-human subjects present.,FALSE,none,Objects normal.,FALSE,none,Scene normal.,TRUE,M,"0:01 background, leaves unnaturally static.",FALSE,none,Identity stable.,FALSE,none,No continuity errors.,FALSE,none,No physics errors.,Fused lower teeth.,Subtle anatomical errors.,
w2_002_wan_20260719_162850,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center face skin waxy.,FALSE,none,edges normal.,FALSE,none,lighting normal.,FALSE,none,no watermark.,TRUE,M,0:01 center face teeth fused.,FALSE,none,no non-human subjects present.,FALSE,none,objects normal.,FALSE,none,composition normal.,TRUE,M,0:01 center face stiff motion.,TRUE,M,0:02 center face teeth morph.,TRUE,M,0:00-0:02 background frozen.,FALSE,none,no physics violations.,Background subjects remain completely frozen.,Teeth morphing and frozen background indicate synthesis.,
w2_003_wan_20260719_163256,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center face skin lacks pores.,TRUE,M,0:01 right glasses frame blends into hair.,TRUE,M,0:02 center glasses reflection mismatches face lighting.,FALSE,none,No watermark seen.,TRUE,M,0:02 bottom-left fingers lack joints.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 bottom-left book text is gibberish.,FALSE,none,Scene layout is standard.,TRUE,M,0:01 center subject lacks natural micro-movements.,TRUE,M,0:02 bottom-left book text shifts slightly.,FALSE,none,No major continuity errors.,FALSE,none,No physics violations.,Gibberish text on the book and unnatural stillness.,Video resembles an animated still image.,
w2_004_wan_20260719_163702,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 right hair blends into dark background.,TRUE,M,0:00 soft edges on hair.,TRUE,M,0:00 eye reflections mismatch window light.,FALSE,none,No watermark visible.,FALSE,none,Anatomy appears normal.,FALSE,none,No non-human subjects present.,TRUE,M,0:00 raindrops lack proper refraction.,FALSE,none,Composition is standard.,FALSE,none,No motion observed.,FALSE,none,No drift observed.,FALSE,none,No continuity errors.,FALSE,none,No physics violations.,Eye reflections mismatch the window light source.,Video appears completely static.,
w2_005_wan_20260719_164108,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 center face skin smooth.,TRUE,M,0:01 center spoon edges blend.,FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,TRUE,M,0:00 bottom-left fingers merge.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 center spoon shape shifts.,FALSE,none,Scene layout is standard.,TRUE,M,0:02 background right chef warps.,TRUE,M,0:01 center spoon food morphs.,TRUE,M,0:01 center food vanishes early.,TRUE,M,0:01 center eating lacks contact.,Food vanishes from spoon before entering mouth.,Multiple temporal and structural anomalies.,
w2_006_wan_20260719_164514,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, waxy skin.",FALSE,none,Edges coherent.,FALSE,none,Lighting consistent.,FALSE,none,No watermark.,TRUE,M,"0:01 center, fingers merge.",FALSE,none,No non-human subjects present.,TRUE,M,"0:02 bottom-right, smudged ports.",FALSE,none,Standard arrangement.,TRUE,M,"0:01 center, unnatural glide.",TRUE,M,"0:02 center, shapes shift.",FALSE,none,No continuity errors.,FALSE,none,No physics violations.,Fingers merge during typing.,Classic AI hand errors.,
